-445.898520	13.828513	16.754505	-7.456390	552.000000	
-447.618800	8.495709	8.689327	-7.403062	18759.000000	
-447.455047	3.283191	2.734230	-7.350937	96801.000000	
-447.414044	-1.851692	-2.982890	-7.299588	93662.000000	
-447.416461	-6.275920	-7.831965	-7.246545	17895.000000	
-445.728977	6.950187	7.758094	-7.163891	19638.000000	
-445.745007	2.270727	2.667262	-7.110769	95757.000000	
-445.939658	-2.180859	-2.183083	-7.058830	98457.000000	
-447.273298	2.282137	1.881326	-6.991864	72542.000000	
-447.427450	0.370424	-0.307256	-6.935612	117484.000000	
-447.634508	-4.664069	-5.635522	-6.884130	47382.000000	
-447.242624	-1.721538	-1.785265	-6.816827	6165.000000	
-448.893635	4.631570	6.402664	-6.745595	38511.000000	
-448.808500	-0.501276	0.921147	-6.693626	113825.000000	
-448.559382	-4.393291	-3.470099	-6.640504	70791.000000	
-446.851751	3.304599	3.302442	-6.569914	62547.000000	
-446.924315	0.073386	-0.218761	-6.515569	113641.000000	
-447.246279	-2.746649	-3.064186	-6.460097	58004.000000	
-447.997531	3.921118	3.368819	-6.389819	77023.000000	
-448.390976	-0.355158	-1.308222	-6.337209	108826.000000	
-448.409624	-5.043487	-6.158203	-6.284121	35798.000000	
-447.524928	5.155040	6.135170	-6.206235	25987.000000	
-447.293834	1.296025	2.048935	-6.151616	101955.000000	
-447.642555	-3.766061	-3.171652	-6.100882	85789.000000	
-447.444030	-6.646361	-6.284062	-6.044086	16380.000000	
-446.892283	4.842486	6.297392	-5.965521	34648.000000	
-446.318101	-0.075048	1.311626	-5.913091	110033.000000	
-446.281099	-5.101740	-4.108832	-5.861674	72703.000000	
-447.300543	0.518861	2.075007	-5.792276	23686.000000	
-447.250577	1.821109	3.381390	-5.730153	87118.000000	
-447.457183	-3.128321	-2.181612	-5.678453	102346.000000	
-450.079532	-0.881059	-0.170880	-5.614708	48157.000000	
-451.787300	0.789051	1.707671	-5.551904	106747.000000	
-451.811047	-4.148544	-3.338677	-5.500967	83097.000000	
-451.805749	-8.077109	-7.645302	-5.446427	13120.000000	
-447.761867	6.322208	7.907062	-5.363284	22843.000000	
-447.044291	1.332449	2.266377	-5.311477	101275.000000	
-447.091708	-3.769842	-3.321594	-5.260191	88674.000000	
-448.160635	-3.346925	-2.993478	-5.199866	19745.000000	
-450.185211	4.435084	4.779554	-5.127649	57161.000000	
-450.207036	-0.617938	-0.267584	-5.075650	111644.000000	
-450.056803	-4.027019	-3.504885	-5.020827	55095.000000	
-450.245100	2.761178	3.574707	-4.949504	70030.000000	
-450.348686	-1.357696	-0.842375	-4.896804	113098.000000	
-450.286529	-5.941306	-5.457800	-4.843638	40991.000000	
-447.157997	4.548363	5.467627	-4.766779	32781.000000	
-446.742739	0.879292	1.526899	-4.712584	111462.000000	
-446.702094	-3.830951	-3.787698	-4.661787	77377.000000	
-446.288852	2.607791	3.296058	-4.589905	40004.000000	
-446.152680	0.762888	1.454779	-4.532959	106608.000000	
-446.190813	-4.191288	-3.534828	-4.480606	77525.000000	
-445.247834	1.102768	2.119177	-4.412091	34715.000000	
-444.819872	1.066400	2.188566	-4.351724	99487.000000	
-445.095673	-4.054985	-3.063909	-4.299971	88037.000000	
-445.793779	-8.361172	-7.651175	-4.246425	16082.000000	
-447.277173	6.617475	8.025133	-4.164078	19360.000000	
-447.203187	1.956617	2.746015	-4.111051	93529.000000	
-447.112355	-3.185179	-2.726211	-4.059332	94840.000000	
-448.305836	-3.545919	-3.147874	-3.999609	26591.000000	
-450.011635	3.674883	4.413010	-3.928331	64514.000000	
-449.688491	-1.298244	-0.730642	-3.876271	113476.000000	
-449.691130	-2.952973	-2.498363	-3.818965	53637.000000	
-449.914734	1.897232	2.844732	-3.750441	84759.000000	
-450.109646	-2.789484	-1.848704	-3.698329	103322.000000	
-450.440861	-7.450239	-6.427635	-3.645332	27822.000000	
-446.846037	4.876030	7.128937	-3.564927	22521.000000	
-446.341343	0.817472	2.379294	-3.511363	100663.000000	
-446.611301	-4.165580	-3.039458	-3.459919	89954.000000	
-448.332502	-0.445471	0.684067	-3.394195	34922.000000	
-450.305258	1.334693	2.572432	-3.331227	96154.000000	
-450.207741	-3.740343	-2.832670	-3.279709	92537.000000	
-450.115501	-8.950486	-8.476891	-3.226876	18168.000000	
-446.156152	5.414629	7.752826	-3.146227	3919.000000	
-446.321551	4.216145	6.224470	-3.086211	45420.000000	
-446.632902	-0.680550	0.751021	-3.034035	117325.000000	
-448.920735	-1.309420	-0.572531	-2.975838	102447.000000	
-451.940275	-0.667693	-0.068973	-2.914984	120618.000000	
-452.275581	-5.276729	-4.715434	-2.862763	60055.000000	
-452.963496	-7.149771	-6.672753	-2.806242	6786.000000	
-449.879932	6.933023	7.593571	-2.723976	23428.000000	
-449.329425	1.798840	2.221369	-2.671446	99995.000000	
-449.485130	-3.048352	-2.850388	-2.619774	89150.000000	
-449.257134	1.127430	2.039252	-2.551645	48667.000000	
-448.955298	0.409447	1.289668	-2.493030	109951.000000	
-448.976235	-2.217555	-1.599467	-2.438031	90912.000000	
-448.635532	2.085975	1.629915	-2.372240	100123.000000	
-448.667031	-1.799256	-2.424813	-2.319107	99101.000000	
-448.918186	-2.678089	-3.564443	-2.260185	26732.000000	
-451.366927	4.013390	4.363114	-2.187946	66155.000000	
-451.624376	-0.926522	-0.826098	-2.136468	115467.000000	
-452.006013	-6.018349	-6.705993	-2.085487	37373.000000	
-449.832691	-0.654582	-0.200305	-2.015339	4407.000000	
-448.490285	3.938234	6.470300	-1.945215	33552.000000	
-448.361527	-0.920780	1.558184	-1.892715	112621.000000	
-449.791781	-1.801330	-0.298769	-1.835705	113255.000000	
-452.348950	0.295643	-0.054191	-1.774985	120507.000000	
-452.596612	-3.898253	-4.615615	-1.722169	65021.000000	
-453.157617	-4.248987	-4.816058	-1.661488	10014.000000	
-452.117109	6.307853	6.165381	-1.585536	36269.000000	
-452.323484	1.223705	1.086579	-1.533450	111793.000000	
-452.673776	-3.808758	-4.205812	-1.482019	69312.000000	
-452.846989	0.949208	1.170144	-1.413525	19063.000000	
-453.423088	2.986740	3.613982	-1.349467	73618.000000	
-453.624436	-2.156075	-1.161453	-1.297238	104868.000000	
-454.331636	-7.257666	-6.158918	-1.244592	35771.000000	
-449.360541	2.832802	4.970852	-1.167762	11754.000000	
-449.369915	1.422466	3.963228	-1.108897	69595.000000	
-449.350189	-3.778079	-0.994104	-1.056759	108228.000000	
-449.300198	-8.994063	-6.043112	-1.004305	37302.000000	
-451.186889	-2.744385	1.599608	-0.933168	6236.000000	
-453.805657	1.009679	5.536259	-0.866196	41506.000000	
-454.364495	-4.165191	0.768168	-0.813993	111111.000000	
-453.745840	-9.283058	-4.362347	-0.762321	63787.000000	
-453.465545	-5.322404	-0.369681	-0.695664	14317.000000	
-453.519425	-0.039760	4.780799	-0.627800	61217.000000	
-453.711539	-5.122059	-0.559349	-0.576163	114029.000000	
-453.620558	-8.133371	-3.944129	-0.521212	49165.000000	
-455.852462	-0.234649	4.192843	-0.448862	66590.000000	
-455.770927	-4.515261	-0.727450	-0.396229	115747.000000	
-455.234935	-4.644778	-1.237988	-0.337058	63355.000000	
-454.598466	-1.407833	1.805952	-0.272011	109097.000000	
-454.125715	-5.663998	-3.147833	-0.220528	88174.000000	
-449.733404	0.901691	3.099112	-0.150976	50778.000000	
-448.523439	-0.891533	0.736830	-0.094027	115694.000000	
-448.697213	-5.041442	-3.928788	-0.041418	66924.000000	
-450.716880	2.645330	3.814924	0.031185	63520.000000	
-450.861546	-0.789707	-0.491012	0.084023	122210.000000	
-451.528158	-2.560580	-3.135190	0.139695	53522.000000	
-454.024686	4.265603	3.228310	0.210174	86685.000000	
-454.468926	-0.247139	-1.813917	0.261891	107405.000000	
-454.572241	2.525596	0.506196	0.325748	54220.000000	
-454.671487	4.119485	1.444705	0.387014	113873.000000	
-455.109222	0.527666	-2.866880	0.440172	83697.000000	
-457.657953	6.231174	2.694531	0.509347	77829.000000	
-457.739134	2.573955	-1.056225	0.563187	111253.000000	
-457.396680	-0.342230	-4.191747	0.618159	41939.000000	
-453.994062	8.196416	4.377263	0.691868	61886.000000	
-453.781059	3.676291	-0.508945	0.743866	113669.000000	
-453.689474	-1.533361	-5.868341	0.796030	45017.000000	
-454.218828	-3.215919	-7.344555	0.855463	4147.000000	
-454.507501	10.144924	7.899526	0.936669	16071.000000	
-454.811067	4.963402	2.933187	0.989240	81577.000000	
-455.080025	-0.335749	-1.669846	1.042231	97882.000000	
-455.272467	-5.617863	-6.463657	1.095052	29544.000000	
-455.107922	-10.239947	-11.411210	1.149797	1829.000000	
-450.919417	8.658112	10.145533	1.238687	2882.000000	
-450.553612	3.335441	6.197067	1.294218	33529.000000	
-450.408218	-1.915578	1.290349	1.346728	101664.000000	
-450.603798	-7.192033	-3.315611	1.399492	75032.000000	
-450.808825	-12.448563	-8.112608	1.452839	13741.000000	
-453.572765	0.272006	6.597250	1.532573	3286.000000	
-455.183457	-0.462682	6.557397	1.593906	34224.000000	
-455.026879	-5.774958	1.452753	1.647044	102215.000000	
-455.160716	-10.886374	-3.587756	1.699441	76335.000000	
-453.110863	-7.122523	0.510942	1.766529	27866.000000	
-451.284723	-5.215421	2.958980	1.829724	90256.000000	
-451.134286	-10.249107	-2.326843	1.880845	98893.000000	
-451.703231	-15.100065	-7.361760	1.933731	22290.000000	
-454.986670	-0.252944	8.041494	2.016067	17489.000000	
-454.555020	-4.600809	2.958428	2.069616	97067.000000	
-454.088334	-8.925990	-2.282749	2.120924	102284.000000	
-454.061814	-4.272553	2.163719	2.188338	73451.000000	
-453.969097	-6.483741	-0.504854	2.244078	119425.000000	
-452.933656	-9.603217	-4.501541	2.297880	48493.000000	
-447.433949	-0.360966	4.334322	2.372036	67418.000000	
-447.323962	-4.634388	-0.931091	2.423252	121830.000000	
-447.462323	-3.992329	-0.929545	2.482990	56292.000000	
-447.366122	-0.069280	2.147022	2.548646	112746.000000	
-448.730371	-1.898086	-0.913479	2.602989	116072.000000	
-451.994251	0.394445	0.556875	2.666104	122444.000000	
-452.225535	-3.347141	-4.027010	2.718478	76193.000000	
-452.298322	5.329392	3.811972	2.790857	43221.000000	
-451.791678	4.128344	1.567944	2.847532	127059.000000	
-452.190504	3.451134	0.091519	2.904922	141769.000000	
-452.768792	2.544580	-1.835261	2.962007	121103.000000	
-454.562484	5.775974	0.571518	3.025859	68625.000000	
-455.984442	6.689138	0.655162	3.085856	121657.000000	
-455.510202	4.564679	-2.379965	3.140991	76648.000000	
-452.657354	10.054774	2.203546	3.208736	103592.000000	
-452.798394	6.777789	-1.874060	3.261413	105697.000000	
-454.279947	11.274309	1.794032	3.327965	90865.000000	
-454.572310	8.534533	-1.410335	3.382322	113148.000000	
-454.066767	9.414097	-1.039000	3.442853	49636.000000	
-453.155654	13.525329	2.294928	3.508848	100651.000000	
-453.257469	8.640767	-3.020863	3.560016	92493.000000	
-452.924919	4.010510	-8.101329	3.613348	15656.000000	
-451.847872	19.690940	7.734437	3.696420	15342.000000	
-452.030404	14.987236	3.252096	3.750294	85415.000000	
-451.807104	9.881411	-2.182673	3.801404	102566.000000	
-451.724804	5.756741	-6.321993	3.855103	24452.000000	
-452.853699	16.997512	6.014773	3.934420	27597.000000	
-453.275053	12.562988	1.770994	3.987755	102268.000000	
-453.620021	7.379362	-3.114299	4.039602	82017.000000	
-453.389288	2.039544	-7.849905	4.093000	14856.000000	
-453.965035	-3.464465	-13.202402	4.148846	508.000000	
-435.100450	14.967029	26.919067	4.372860	1.000000	
-462.940340	14.962147	37.513441	4.372909	1.000000	
